,0,1,2,3,4,5,6,7,8
1025,Atlantic Power Corp,AT.N^E21,"19-Mar-2011, 02:41",18-Mar-2011,31-Dec-2010,—,CA,Electric Utilities (NEC),11697726
1026,Pineapple Energy Inc,PEGY.OQ,"16-Mar-2011, 05:52",15-Mar-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11689106
1027,Central Vermont Public Service Corp,CV.N^F12,"15-Mar-2011, 21:54",15-Mar-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11687164
1028,Drayton Richdale Corp,DRYN.PK,"15-Mar-2011, 05:36",14-Mar-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11685855
1029,Centerpoint Energy Houston Electric LLC,HSLPP.PK^H09,"10-Mar-2011, 22:58",10-Mar-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11676829
1030,Dynegy Holdings LLC,—,"09-Mar-2011, 07:02",08-Mar-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11672626
1031,Black Hills Power Inc,—,"08-Mar-2011, 20:01",08-Mar-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11670041
1032,Puget Energy Inc,PSD.N^B09,"07-Mar-2011, 20:03",07-Mar-2011,04-Mar-2011,—,US,Electric Utilities (NEC),11666398
1033,Premier Holding Corp,PRHL.PK,"04-Mar-2011, 06:40",03-Mar-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11660750
1034,Baltimore Gas and Electric Co,BGLEN.PK^I16,"13-Jun-2011, 22:48",01-Mar-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11648937
1035,PNM Resources Inc,PNM.N,"02-Mar-2011, 05:46",01-Mar-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11651423
1036,Tucson Electric Power Co,—,"02-Mar-2011, 03:06",01-Mar-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11650261
1037,Dominion Energy South Carolina Inc,SCG_p.N^L09,"02-Mar-2011, 02:22",01-Mar-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11649991
1038,Baltimore Gas and Electric Co,BGLEN.PK^I16,"01-Mar-2011, 21:04",01-Mar-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11648937
1039,Duke Energy Florida LLC,FLPWP.PK^C13,"01-Mar-2011, 06:47",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11646777
1040,El Paso Electric Co,EE.N^G20,"01-Mar-2011, 06:21",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11646365
1041,Dominion Energy Inc,D.N,"01-Mar-2011, 06:13",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11646185
1042,Northern States Power Co (Wisconsin),—,"01-Mar-2011, 05:21",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11645533
1043,Northern States Power Co,—,"01-Mar-2011, 05:18",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11645501
1044,Alliant Energy Corp,LNT.OQ,"01-Mar-2011, 05:17",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11645488
1045,Public Service Company of Colorado,—,"01-Mar-2011, 05:14",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11645454
1046,TECO Energy Inc,TE.N^G16,"01-Mar-2011, 04:35",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11645107
1047,Entergy Arkansas LLC,EAI.N,"01-Mar-2011, 02:22",28-Feb-2011,31-Dec-2010,ENTERGY ARKANSAS INC 10-K,US,Electric Utilities (NEC),11644262
1048,Florida Power & Light Co,ELB.N^L03,"01-Mar-2011, 01:19",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11643709
1049,Midwest Generation LLC,—,"28-Feb-2011, 23:24",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11643404
1050,EME Homer City Generation LP,—,"28-Feb-2011, 23:19",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11643397
1051,Edison Mission Energy,—,"28-Feb-2011, 23:13",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11643375
1052,Southern California Edison Co,SCE_pe.A^I20,"28-Feb-2011, 23:08",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11643354
1053,Edison International,EIX.N,"28-Feb-2011, 22:58",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11643323
1054,Southwestern Public Service Co,SPS.N^H97,"28-Feb-2011, 21:57",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11643147
1055,Xcel Energy Inc,XEL.OQ,"28-Feb-2011, 21:56",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11643146
1056,Berkshire Hathaway Energy Co,—,"28-Feb-2011, 20:16",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11643035
1057,MidAmerican Energy Co,—,"28-Feb-2011, 20:15",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11643044
1058,Pacificorp,PPWLO.PK,"28-Feb-2011, 20:15",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11643050
1059,AES Corp,AES.N,"28-Feb-2011, 20:13",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11642415
1060,,PPL.N,,,,,,,
1061,Otter Tail Corp,OTTR.OQ,"28-Feb-2011, 20:10",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11642763
1062,NV Energy Inc,NVE.N^L13,"28-Feb-2011, 20:03",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11642808
1063,Ipalco Enterprises Inc,IPL.N^C01,"28-Feb-2011, 20:02",28-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11642878
1064,Evergy Metro Inc,—,"09-Mar-2012, 01:23",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11637686
1065,WEC Energy Group Inc,WEC.N,"05-Jan-2012, 00:14",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11639070
1066,Connecticut Light and Power Co,CNLPL.PK,"26-Feb-2011, 07:04",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11641857
1067,Alabama Power Co,ALP_pq.N^J22,"26-Feb-2011, 05:21",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11640634
1068,Duke Energy Carolinas LLC,—,"26-Feb-2011, 05:02",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11640461
1069,Indiana Michigan Power Co,IMIGO.PK^K11,"26-Feb-2011, 04:24",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11640188
1070,Ohio Power Co,OHIPM.PK^K11,"26-Feb-2011, 04:17",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11640154
1071,Columbus Southern Power Co,COCSP.PK^K06,"26-Feb-2011, 04:11",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11640105
1072,Public Service Company Of Oklahoma,PSOKM.PK^K11,"26-Feb-2011, 04:08",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11640096
1073,Appalachian Power Co,APPWM.OB^K11,"26-Feb-2011, 04:02",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11640052
1074,Southwestern Electric Power Co,SWSEO.PK^K11,"26-Feb-2011, 04:01",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11640034
1075,American Electric Power Company Inc,AEP.OQ,"26-Feb-2011, 03:54",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11639992
1076,Wisconsin Electric Power Co,WELPP.PK,"26-Feb-2011, 01:28",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11639194
1077,WEC Energy Group Inc,WEC.N,"26-Feb-2011, 01:09",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11639070
1078,Atlantic City Electric Co,ANTEM.PK^C11,"25-Feb-2011, 21:26",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11638428
1079,Evergy Metro Inc,—,"25-Feb-2011, 20:08",25-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11637687
1080,,POR.N,,,,,,,
1081,Ameren Corp,AEE.N,"01-Mar-2011, 18:40",24-Feb-2011,31-Dec-2010,—,US,Multiline Utilities,11635020
1082,MGE Energy Inc,MGEE.OQ,"25-Feb-2011, 18:47",24-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11636428
1083,Pacific Enterprises,PET_pa.A^G11,"25-Feb-2011, 18:47",24-Feb-2011,31-Dec-2010,—,US,Business Support Services (NEC),11636280
1084,CMS Energy Corp,CMS.N,"25-Feb-2011, 18:08",24-Feb-2011,31-Dec-2010,—,US,Multiline Utilities,11637496
1085,Cleco Corporate Holdings LLC,CNL.N^D16,"25-Feb-2011, 18:08",24-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11637345
1086,Evergy Kansas Central Inc,WREGH.PK^F02,"25-Feb-2011, 18:07",24-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11637211
1087,Madison Gas and Electric Co,—,"25-Feb-2011, 16:16",24-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11636443
1088,Wisconsin Public Service Corp,WIPSI.PK^K15,"24-Feb-2011, 20:03",24-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11633724
1089,Allegheny Energy Inc,AYE.N^B11,"24-Feb-2011, 12:29",23-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11633049
1090,ITC Holdings Corp,ITC.N^J16,"24-Feb-2011, 07:33",23-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11633266
1091,Idacorp Inc,IDA.N,"23-Feb-2011, 22:49",23-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11630568
1092,Oncor Electric Delivery Transition Bond Company LLC,—,"23-Feb-2011, 07:13",22-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11629383
1093,UIL Holdings Corp (Pre-Merger),UIL.N^L15,"23-Feb-2011, 06:21",22-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11628757
1094,Consolidated Edison Company of New York Inc,CEDNM.PK^E12,"23-Feb-2011, 06:09",22-Feb-2011,31-Dec-2010,—,US,Multiline Utilities,11628603
1095,NRG Energy Inc,NRG.N,"23-Feb-2011, 04:12",22-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11627896
1096,DTE Electric Co,—,"19-Feb-2011, 07:20",18-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11625459
1097,DTE Energy Co,DTE.N,"19-Feb-2011, 07:13",18-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11625374
1098,Ridgewood Power Growth Fund,—,"19-Feb-2011, 06:49",18-Feb-2011,31-Dec-2010,—,US,Shell Companies,11625076
1099,Hawaiian Electric Company Inc,HAWLI.PK,"19-Feb-2011, 06:06",18-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11624567
1100,,AZD.N^A00,,,,,,,
1101,Sempra Texas Holdings Corp,—,"18-Feb-2011, 21:21",18-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11622648
1102,Oncor Electric Delivery Company LLC,—,"18-Feb-2011, 21:21",18-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11622653
1103,Energy Future Competitive Holdings Company LLC,TXHCO.PK^J05,"18-Feb-2011, 21:21",18-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11622649
1104,Sempra Texas Intermediate Holding Company LLC,—,"18-Feb-2011, 21:21",18-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11622650
1105,Calpine Corp,CPN.N^C18,"18-Feb-2011, 21:21",18-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11622439
1106,DPL Inc,DPL.N^K11,"18-Feb-2011, 21:19",18-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11621870
1107,Empire District Electric Co,EDE.N^A17,"18-Feb-2011, 05:29",17-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11620756
1108,Pacific Gas and Electric Co,PCG_pa.A,"18-Feb-2011, 04:42",17-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11620518
1109,PG&E Corp,PCG.N,"18-Feb-2011, 04:39",17-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11620501
1110,OGE Energy Corp,OGE.N,"17-Feb-2011, 21:48",17-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11619266
1111,Cleveland Electric Illuminating Co,CVE_p.N^C05,"17-Feb-2011, 15:20",16-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11617803
1112,ALLETE Inc,ALE.N,"16-Feb-2011, 22:04",16-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11616039
1113,NSTAR Electric Co,NSARO.PK,"15-Feb-2011, 09:14",14-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11610549
1114,CH Energy Group Inc,CHG.N^F13,"11-Feb-2011, 06:08",10-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11592563
1115,Commonwealth Edison Co,CQXL.PK^B22,"11-Feb-2011, 05:41",10-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11592203
1116,NSTAR,NST.DG^D12,"11-Feb-2011, 00:43",10-Feb-2011,31-Dec-2010,—,US,Electric Utilities (NEC),11590089
1117,Revonergy Inc,RNRG.PK^E15,"30-Dec-2010, 02:49",29-Dec-2010,30-Sep-2010,—,US,Electric Utilities (NEC),101277644
1118,Tennessee Valley Authority,TVC.N,"20-Nov-2010, 03:01",19-Nov-2010,30-Sep-2010,—,US,Electric Utilities (NEC),101204782
1119,Solaris Power Cells Inc,SPCL.PK^K18,"04-Nov-2010, 06:18",03-Nov-2010,31-Jul-2010,—,US,"Auto, Truck & Motorcycle Parts (NEC)",101162311
1120,,HTM.A^D18,,,,,,,
1121,,SEFE.PK^I15,,,,,,,
1122,WindGen Energy Inc,WGEI.PK,"15-Apr-2010, 19:02",15-Apr-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10750295
1123,Orbital Infrastructure Group Inc,OIGBQ.PK,"01-Apr-2010, 19:04",01-Apr-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10721027
1124,GreenWorld Development Inc,GREW.PK^D19,"01-Apr-2010, 06:09",31-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10720248
1125,Summer Energy Holdings Inc,SUME.PK,"01-Apr-2010, 05:48",31-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10719789
1126,Ridgewood Power Growth Fund,—,"01-Apr-2010, 04:35",31-Mar-2010,31-Dec-2009,—,US,Shell Companies,10718804
1127,Premier Holding Corp,PRHL.PK,"01-Apr-2010, 02:39",31-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10717866
1128,Centerpoint Energy Restoration Bond Company LLC,—,"31-Mar-2010, 22:18",30-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10716610
1129,CenterPoint Energy Transition Bond II Co LLC,—,"31-Mar-2010, 06:41",30-Mar-2010,31-Dec-2009,—,US,Corporate Financial Services (NEC),10715032
1130,Environmental Power Corp,EPGRQ.PK,"31-Mar-2010, 05:43",30-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10714403
1131,Centerpoint Energy Transition Bond Company LLC,—,"31-Mar-2010, 04:06",30-Mar-2010,31-Dec-2009,—,US,Corporate Financial Services (NEC),10713501
1132,Entergy Gulf States Reconstruction Funding I LLC,—,"30-Mar-2010, 19:00",30-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10711626
1133,Entergy Texas Restoration Funding LLC,—,"30-Mar-2010, 22:38",29-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10712354
1134,Windstream Bv Holdings LLC,BVWN.PK^G17,"30-Mar-2010, 06:31",29-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10711588
1135,Pg&E Energy Recovery Funding LLC,—,"27-Mar-2010, 06:04",26-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10708361
1136,Esi Tractebel Acquisition Corp,—,"27-Mar-2010, 00:38",26-Mar-2010,31-Dec-2009,—,US,Corporate Financial Services (NEC),10706679
1137,Maine & Maritimes Corp,MAM.A^L10,"26-Mar-2010, 05:59",25-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10705073
1138,AEP Texas Central Transition Funding II LLC,—,"26-Mar-2010, 04:10",25-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10704405
1139,Oglethorpe Power Corp,—,"23-Mar-2010, 06:08",22-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10697145
1140,Duke Energy Indiana LLC,CIN_pb.N^E06,"13-Mar-2010, 05:49",12-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10677723
1141,Duke Energy Ohio Inc,CINUP.PK^H09,"13-Mar-2010, 05:48",12-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10677716
1142,Duke Energy Carolinas LLC,—,"13-Mar-2010, 05:44",12-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10677692
1143,Centerpoint Energy Houston Electric LLC,HSLPP.PK^H09,"11-Mar-2010, 07:10",10-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10671333
1144,Black Hills Power Inc,—,"11-Mar-2010, 06:14",10-Mar-2010,09-Mar-2010,—,US,Electric Utilities (NEC),10670691
1145,Chugach Electric Association Inc,—,"05-Mar-2010, 20:02",05-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10658767
1146,Northern States Power Co,—,"02-Mar-2010, 07:25",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10646168
1147,Public Service Company of Colorado,—,"02-Mar-2010, 07:25",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10646150
1148,Northern States Power Co (Wisconsin),—,"02-Mar-2010, 07:25",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10646145
1149,Southwestern Public Service Co,SPS.N^H97,"02-Mar-2010, 07:22",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10646088
1150,Dominion Energy South Carolina Inc,SCG_p.N^L09,"02-Mar-2010, 06:20",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10644753
1151,Allegheny Energy Inc,AYE.N^B11,"02-Mar-2010, 04:33",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10643682
1152,Berkshire Hathaway Energy Co,—,"02-Mar-2010, 02:49",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10643047
1153,Pacificorp,PPWLO.PK,"02-Mar-2010, 02:41",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10643021
1154,MidAmerican Energy Co,—,"02-Mar-2010, 01:41",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10642706
1155,PNM Resources Inc,PNM.N,"02-Mar-2010, 00:57",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10642453
1156,EME Homer City Generation LP,—,"01-Mar-2010, 23:30",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10642118
1157,Midwest Generation LLC,—,"01-Mar-2010, 23:23",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10642107
1158,Edison Mission Energy,—,"01-Mar-2010, 23:17",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10642095
1159,Southern California Edison Co,SCE_pe.A^I20,"01-Mar-2010, 23:10",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10642077
1160,Edison International,EIX.N,"01-Mar-2010, 23:06",01-Mar-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10642069
1161,CMS Energy Corp,CMS.N,"01-Mar-2010, 20:03",01-Mar-2010,31-Dec-2009,—,US,Multiline Utilities,10641401
1162,Southwestern Electric Power Co,SWSEO.PK^K11,"14-Oct-2010, 22:41",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638895
1163,Public Service Company Of Oklahoma,PSOKM.PK^K11,"14-Oct-2010, 22:40",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638933
1164,Ohio Power Co,OHIPM.PK^K11,"14-Oct-2010, 22:40",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638985
1165,Indiana Michigan Power Co,IMIGO.PK^K11,"14-Oct-2010, 22:39",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638954
1166,Columbus Southern Power Co,COCSP.PK^K06,"14-Oct-2010, 22:38",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638920
1167,American Electric Power Company Inc,AEP.OQ,"14-Oct-2010, 22:38",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638852
1168,Appalachian Power Co,APPWM.OB^K11,"14-Oct-2010, 22:37",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638893
1169,Baltimore Gas and Electric Co,BGLEN.PK^I16,"10-Sep-2010, 21:06",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638140
1170,Ameren Corp,AEE.N,"27-Feb-2010, 07:22",26-Feb-2010,31-Dec-2009,—,US,Multiline Utilities,10640788
1171,Duke Energy Corp,DUK.N,"27-Feb-2010, 07:01",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10640342
1172,Xcel Energy Inc,XEL.OQ,"27-Feb-2010, 06:25",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10639672
1173,Arkhan Corp,ATLS.OQ^B11,"27-Feb-2010, 06:22",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10639635
1174,Otter Tail Corp,OTTR.OQ,"27-Feb-2010, 06:21",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10639616
1175,Alliant Energy Corp,LNT.OQ,"27-Feb-2010, 06:13",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10639436
1176,Dominion Energy Inc,D.N,"27-Feb-2010, 06:08",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10639312
1177,Hawaiian Electric Company Inc,HAWLI.PK,"27-Feb-2010, 05:51",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10639110
1178,Ohio Power Co,OHIPM.PK^K11,"27-Feb-2010, 05:42",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638985
1179,Indiana Michigan Power Co,IMIGO.PK^K11,"27-Feb-2010, 05:39",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638954
1180,,D.N,,,,,,,
1181,Hawaiian Electric Company Inc,HAWLI.PK,"27-Feb-2010, 05:51",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10639110
1182,Ohio Power Co,OHIPM.PK^K11,"27-Feb-2010, 05:42",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638985
1183,Indiana Michigan Power Co,IMIGO.PK^K11,"27-Feb-2010, 05:39",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638954
1184,Public Service Company Of Oklahoma,PSOKM.PK^K11,"27-Feb-2010, 05:38",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638933
1185,Columbus Southern Power Co,COCSP.PK^K06,"27-Feb-2010, 05:37",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638920
1186,Southwestern Electric Power Co,SWSEO.PK^K11,"27-Feb-2010, 05:35",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638895
1187,Appalachian Power Co,APPWM.OB^K11,"27-Feb-2010, 05:35",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638893
1188,American Electric Power Company Inc,AEP.OQ,"27-Feb-2010, 05:31",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638852
1189,Florida Power & Light Co,ELB.N^L03,"27-Feb-2010, 05:00",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638473
1190,Duke Energy Florida LLC,FLPWP.PK^C13,"27-Feb-2010, 04:55",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638429
1191,Baltimore Gas and Electric Co,BGLEN.PK^I16,"27-Feb-2010, 04:22",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10638140
1192,El Paso Electric Co,EE.N^G20,"27-Feb-2010, 04:00",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10637987
1193,TECO Energy Inc,TE.N^G16,"27-Feb-2010, 03:13",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10637705
1194,Wisconsin Electric Power Co,WELPP.PK,"27-Feb-2010, 00:15",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10636532
1195,Connecticut Light and Power Co,CNLPL.PK,"27-Feb-2010, 00:07",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10636491
1196,WEC Energy Group Inc,WEC.N,"27-Feb-2010, 00:06",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10636484
1197,Puget Energy Inc,PSD.N^B09,"26-Feb-2010, 23:15",26-Feb-2010,25-Feb-2010,—,US,Electric Utilities (NEC),10636278
1198,Entergy Arkansas LLC,EAI.N,"26-Feb-2010, 23:07",26-Feb-2010,31-Dec-2009,ENTERGY ARKANSAS INC 10-K,US,Electric Utilities (NEC),10636253
1199,GenOn Americas Generation LLC,—,"26-Feb-2010, 21:03",26-Feb-2010,31-Dec-2009,—,US,Fossil Fuel Electric Utilities,10636108
1200,AES Corp,AES.N,"26-Feb-2010, 20:08",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10635184
1201,Tucson Electric Power Co,—,"26-Feb-2010, 20:05",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10635914
1202,PPL Corp,PPL.N,"26-Feb-2010, 20:02",26-Feb-2010,31-Dec-2009,—,US,Multiline Utilities,10635330
1203,Wisconsin Public Service Corp,WIPSI.PK^K15,"26-Feb-2010, 20:02",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10635703
1204,Pacific Enterprises,PET_pa.A^G11,"26-Feb-2010, 20:01",26-Feb-2010,31-Dec-2009,—,US,Business Support Services (NEC),10635353
1205,Ipalco Enterprises Inc,IPL.N^C01,"26-Feb-2010, 20:00",26-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10635527
1206,Cleco Corporate Holdings LLC,CNL.N^D16,"26-Feb-2010, 07:16",25-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10634621
1207,Evergy Metro Inc,—,"26-Feb-2010, 07:03",25-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10634425
1208,Alabama Power Co,ALP_pq.N^J22,"26-Feb-2010, 06:39",25-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10634096
1209,Evergy Kansas Central Inc,WREGH.PK^F02,"26-Feb-2010, 06:31",25-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10633976
1210,ITC Holdings Corp,ITC.N^J16,"26-Feb-2010, 06:00",25-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10633590
1211,Madison Gas and Electric Co,—,"26-Feb-2010, 05:27",25-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10633388
1212,MGE Energy Inc,MGEE.OQ,"26-Feb-2010, 05:27",25-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10633378
