,0,1,2,3,4,5,6,7,8
1924,Baycorp Holdings Ltd,MWH.A^L05,"26-Mar-2004, 21:21",26-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04691907
1925,Black Hills Power Inc,—,"26-Mar-2004, 01:48",25-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04690193
1926,Oncor Electric Delivery Transition Bond Company LLC,—,"26-Mar-2004, 01:18",25-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04689973
1927,Calpine Corp,CPN.N^C18,"25-Mar-2004, 15:08",25-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04688339
1928,ESI Tractebel Funding Corp,—,"25-Mar-2004, 01:45",24-Mar-2004,31-Dec-2003,—,US,Construction & Engineering (NEC),04687704
1929,Portland General Electric Co,POR.N,"22-Mar-2004, 15:06",22-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04680934
1930,Oncor Electric Delivery Company LLC,—,"19-Mar-2004, 15:04",19-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04678528
1931,Energy Future Competitive Holdings Company LLC,TXHCO.PK^J05,"19-Mar-2004, 15:04",19-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04678522
1932,Texas Competitive Electric Holdings Company LLC,—,"19-Mar-2004, 02:17",18-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04678366
1933,Orion Power Holdings Inc,—,"18-Mar-2004, 00:08",17-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04675305
1934,Tampa Electric Co,TAECM.PK^L04,"17-Mar-2004, 20:36",17-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04674607
1935,Northern States Power Co,—,"17-Mar-2004, 15:08",17-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04674097
1936,TodCo,THE.N^G07,"17-Mar-2004, 15:07",17-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04674034
1937,Red Oak Power LLC,—,"17-Mar-2004, 15:01",17-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04673685
1938,NRG Energy Inc,NRG.N,"17-Mar-2004, 02:12",16-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04673424
1939,AES Eastern Energy LP,—,"16-Mar-2004, 22:44",16-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04671918
1940,Madison Gas and Electric Co,—,"16-Mar-2004, 02:27",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04670467
1941,Duke Energy Carolinas LLC,—,"16-Mar-2004, 01:41",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04669957
1942,Arizona Public Service Co,AZD.N^A00,"16-Mar-2004, 01:30",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04669844
1943,Pinnacle West Capital Corp,PNW.N,"16-Mar-2004, 01:16",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04669697
1944,Tucson Electric Power Co,—,"16-Mar-2004, 00:52",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04669512
1945,TECO Energy Inc,TE.N^G16,"16-Mar-2004, 00:45",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04669437
1946,Evergy Kansas South Inc,—,"16-Mar-2004, 00:30",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04669345
1947,AES Corp,AES.N,"15-Mar-2004, 21:41",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04668537
1948,Cleveland Electric Illuminating Co,CVE_p.N^C05,"15-Mar-2004, 21:38",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04668527
1949,SDG&E Funding LLC,—,"15-Mar-2004, 20:54",15-Mar-2004,31-Dec-2003,—,US,Corporate Financial Services (NEC),04668355
1950,Duquesne Light Co,DQUEK.PK^D15,"15-Mar-2004, 19:53",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04668088
1951,Southern California Edison Co,SCE_pe.A^I20,"15-Mar-2004, 19:19",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04667936
1952,Edison International,EIX.N,"15-Mar-2004, 19:13",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04667924
1953,El Paso Electric Co,EE.N^G20,"15-Mar-2004, 15:51",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04667637
1954,Edison Mission Energy,—,"15-Mar-2004, 15:23",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04667296
1955,Mission Energy Holding Co,—,"15-Mar-2004, 15:18",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04667318
1956,Centerpoint Energy Houston Electric LLC,HSLPP.PK^H09,"15-Mar-2004, 15:17",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04667590
1957,Midwest Generation LLC,—,"15-Mar-2004, 15:17",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04667314
1958,Texas Genco Holdings Inc,TGN.N^L04,"15-Mar-2004, 15:17",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04667587
1959,EME Homer City Generation LP,—,"15-Mar-2004, 15:08",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04667262
1960,Sempra Texas Holdings Corp,—,"15-Mar-2004, 15:08",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04667531
1961,Ipalco Enterprises Inc,IPL.N^C01,"15-Mar-2004, 15:05",15-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04667390
1962,Otter Tail Corp,OTTR.OQ,"13-Mar-2004, 01:47",12-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04666618
1963,Empire District Electric Co,EDE.N^A17,"13-Mar-2004, 01:40",12-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04666523
1964,Green Mountain Power Corp,GMP.N^D07,"12-Mar-2004, 22:55",12-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04665459
1965,Consumers Energy Co,CMS_pb.N,"12-Mar-2004, 22:37",12-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04665389
1966,Connecticut Light and Power Co,CNLPL.PK,"12-Mar-2004, 20:20",12-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04664587
1967,Atlantic City Electric Co,ANTEM.PK^C11,"12-Mar-2004, 20:19",12-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04664576
1968,Delmarva Power & Light Co,DELML.OB^B07,"12-Mar-2004, 20:18",12-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04664571
1969,Potomac Electric Power Co,—,"12-Mar-2004, 20:17",12-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04664565
1970,Pepco Holdings LLC,POM.N^C16,"12-Mar-2004, 20:16",12-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04664559
1971,Duke Energy Florida LLC,FLPWP.PK^C13,"12-Mar-2004, 18:50",12-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04664310
1972,Duke Energy Progress LLC,CPWPO.PK^C13,"12-Mar-2004, 18:48",12-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04664297
1973,Alliant Energy Corp,LNT.OQ,"12-Mar-2004, 02:07",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663477
1974,Potomac Edison Co,—,"12-Mar-2004, 01:35",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663286
1975,West Penn Power Co,—,"12-Mar-2004, 01:33",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663271
1976,Monongahela Power Co,MPN_pa.A^I07,"12-Mar-2004, 01:32",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663273
1977,Allegheny Energy Supply Company LLC,—,"12-Mar-2004, 01:28",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663252
1978,Allegheny Generating Co,—,"12-Mar-2004, 01:26",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663238
1979,Allegheny Energy Inc,AYE.N^B11,"12-Mar-2004, 01:20",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663191
1980,,MPN_pa.A^I07,,,,,,,
1981,Allegheny Energy Supply Company LLC,—,"12-Mar-2004, 01:28",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663252
1982,Allegheny Generating Co,—,"12-Mar-2004, 01:26",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663238
1983,Allegheny Energy Inc,AYE.N^B11,"12-Mar-2004, 01:20",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663191
1984,Southwestern Electric Power Co,SWSEO.PK^K11,"12-Mar-2004, 01:17",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663159
1985,Public Service Company Of Oklahoma,PSOKM.PK^K11,"12-Mar-2004, 01:14",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663150
1986,Ohio Power Co,OHIPM.PK^K11,"12-Mar-2004, 01:13",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663127
1987,Kentucky Power Co,—,"12-Mar-2004, 01:10",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663115
1988,Indiana Michigan Power Co,IMIGO.PK^K11,"12-Mar-2004, 01:06",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663098
1989,Columbus Southern Power Co,COCSP.PK^K06,"12-Mar-2004, 01:04",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663088
1990,AEP Texas North Co,ATXAN.PK^K11,"12-Mar-2004, 01:02",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663070
1991,AEP Texas Central Co,ATXCH.PK^K11,"12-Mar-2004, 01:00",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663060
1992,Appalachian Power Co,APPWM.OB^K11,"12-Mar-2004, 00:56",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663036
1993,Aep Generating Co,—,"12-Mar-2004, 00:53",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663029
1994,American Electric Power Company Inc,AEP.OQ,"12-Mar-2004, 00:51",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04663003
1995,Wec Acquisition Corp,TEG.N^F15,"11-Mar-2004, 23:15",11-Mar-2004,31-Dec-2003,—,US,Multiline Utilities,04662550
1996,ALLETE Inc,ALE.N,"11-Mar-2004, 21:12",11-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04662222
1997,Entergy Arkansas LLC,EAI.N,"11-Mar-2004, 15:03",11-Mar-2004,31-Dec-2003,SYSTEM ENERGY RESOURCES INC 10-K,US,Electric Utilities (NEC),04661295
1998,PNM Resources Inc,PNM.N,"11-Mar-2004, 01:31",10-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04660546
1999,Central Vermont Public Service Corp,CV.N^F12,"11-Mar-2004, 01:05",10-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04660294
2000,Evergy Missouri West Inc,ILA.N^G08,"10-Mar-2004, 15:08",10-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04658560
2001,Puget Energy Inc,PSD.N^B09,"10-Mar-2004, 15:04",10-Mar-2004,09-Mar-2004,—,US,Electric Utilities (NEC),04658284
2002,Ameren Corp,AEE.N,"10-Mar-2004, 02:25",09-Mar-2004,31-Dec-2003,—,US,Multiline Utilities,04658190
2003,Cleco Corporate Holdings LLC,CNL.N^D16,"10-Mar-2004, 02:09",09-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04658033
2004,Hawaiian Electric Company Inc,HAWLI.PK,"09-Mar-2004, 23:33",09-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04656984
2005,Avangrid Inc,AGR.N,"09-Mar-2004, 15:04",09-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04655676
2006,Wisconsin Electric Power Co,WELPP.PK,"09-Mar-2004, 02:16",08-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04655401
2007,Evergy Kansas Central Inc,WREGH.PK^F02,"09-Mar-2004, 02:00",08-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04655260
2008,OGE Energy Corp,OGE.N,"09-Mar-2004, 01:48",08-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04655173
2009,NV Energy Inc,NVE.N^L13,"08-Mar-2004, 17:31",08-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04653553
2010,WD Media LLC,KOMG.OQ^I07,"08-Mar-2004, 15:04",08-Mar-2004,28-Dec-2003,—,US,Electric Utilities (NEC),04653502
2011,Dynegy Holdings LLC,—,"06-Mar-2004, 02:10",05-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04652834
2012,Idacorp Inc,IDA.N,"04-Mar-2004, 18:15",04-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04647603
2013,DTE Electric Co,—,"03-Mar-2004, 23:36",03-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04645682
2014,Cinergy Corp,CIN.N^D06,"03-Mar-2004, 23:24",03-Mar-2004,31-Dec-2003,—,US,Multiline Utilities,04645617
2015,NSTAR Electric Co,NSARO.PK,"03-Mar-2004, 19:59",03-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04644833
2016,DTE Energy Co,DTE.N,"03-Mar-2004, 15:03",03-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04644374
2017,Detroit Edison Securitization Funding LLC,—,"03-Mar-2004, 15:03",03-Mar-2004,31-Dec-2003,—,US,—,04644367
2018,Texas-New Mexico Power Co,—,"03-Mar-2004, 00:46",02-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04642749
2019,TNP Enterprises Inc,—,"03-Mar-2004, 00:36",02-Mar-2004,31-Dec-2003,—,US,Investment Holding Companies (NEC),04642687
2020,NSTAR,NST.DG^D12,"02-Mar-2004, 15:13",02-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04640647
2021,WEC Energy Group Inc,WEC.N,"02-Mar-2004, 15:08",02-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04640823
2022,PPL Corp,PPL.N,"02-Mar-2004, 00:28",01-Mar-2004,31-Dec-2003,—,US,Multiline Utilities,04639016
2023,UIL Holdings Corp (Pre-Merger),UIL.N^L15,"01-Mar-2004, 22:05",01-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04638312
2024,Alabama Power Co,ALP_pq.N^J22,"01-Mar-2004, 20:43",01-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04637885
2025,Dominion Energy Inc,D.N,"01-Mar-2004, 15:12",01-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04637095
2026,Virginia Electric and Power Co,VEL_pe.N^J14,"01-Mar-2004, 15:12",01-Mar-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04637208
2027,Florida Power & Light Co,ELB.N^L03,"28-Feb-2004, 02:28",27-Feb-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04636625
2028,Dominion Energy South Carolina Inc,SCG_p.N^L09,"28-Feb-2004, 02:14",27-Feb-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04636249
2029,Calenergy Minerals LLC,—,"27-Feb-2004, 23:35",27-Feb-2004,31-Dec-2003,—,US,—,04634487
2030,San Diego Gas & Electric Co,SDO_ph.A^J13,"25-Feb-2004, 15:03",25-Feb-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04625872
2031,Consolidated Edison Inc,ED.N,"25-Feb-2004, 02:02",24-Feb-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04625392
2032,Commonwealth Edison Co,CQXL.PK^B22,"21-Feb-2004, 00:30",20-Feb-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04619205
2033,Pacific Gas and Electric Co,PCG_pa.A,"20-Feb-2004, 00:31",19-Feb-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04616017
2034,PG&E Corp,PCG.N,"20-Feb-2004, 00:24",19-Feb-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04615980
2035,CH Energy Group Inc,CHG.N^F13,"19-Feb-2004, 01:06",18-Feb-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04613379
2036,MidAmerican Energy Co,—,"09-Feb-2004, 20:05",09-Feb-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04576371
2037,Berkshire Hathaway Energy Co,—,"09-Feb-2004, 19:53",09-Feb-2004,31-Dec-2003,—,US,Electric Utilities (NEC),04576334
2038,CE Casecnan Water & Energy Co Inc,—,"09-Feb-2004, 19:29",09-Feb-2004,31-Dec-2003,—,PH,Electric Utilities (NEC),04576257
2039,Monongahela Power Co,MPN_pa.A^I07,"26-Sep-2003, 01:35",25-Sep-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03910285
2040,Allegheny Generating Co,—,"26-Sep-2003, 01:34",25-Sep-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03910283
2041,Potomac Edison Co,—,"26-Sep-2003, 01:33",25-Sep-2003,31-Dec-2002,Telekom Malaysia Berhad Proposed Demerger to Accelerate Growth and Operational Improvements - Analyst Presentation,US,Electric Utilities (NEC),03910271
2042,Allegheny Energy Supply Company LLC,—,"26-Sep-2003, 01:32",25-Sep-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03910261
2043,West Penn Power Co,—,"26-Sep-2003, 01:30",25-Sep-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03910275
2044,Allegheny Energy Inc,AYE.N^B11,"26-Sep-2003, 01:21",25-Sep-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03910199
2045,Niagara Mohawk Power Corp,NMK_pb.N,"30-Jun-2003, 23:44",30-Jun-2003,31-Mar-2003,—,US,Electric Utilities (NEC),03763879
2046,New England Power Co,NEWEN.PK,"30-Jun-2003, 17:01",30-Jun-2003,31-Mar-2003,—,US,Electric Utilities (NEC),03762301
2047,Ridgewood Power Growth Fund,—,"25-Jun-2003, 01:01",24-Jun-2003,31-Dec-2002,—,US,Shell Companies,03755146
2048,Pacificorp,PPWLO.PK,"03-Jun-2003, 17:11",03-Jun-2003,31-Mar-2003,—,US,Electric Utilities (NEC),03728977
2049,Genon Energy Holdings LLC,MIR.N^L10,"30-Apr-2003, 17:25",30-Apr-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03670781
2050,Atlantic City Electric Transition,—,"23-Apr-2003, 22:21",23-Apr-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03659636
2051,Atlantic City Electric Co,ANTEM.PK^C11,"23-Apr-2003, 21:25",23-Apr-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03659533
2052,Delmarva Power & Light Co,DELML.OB^B07,"23-Apr-2003, 21:23",23-Apr-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03659527
2053,Potomac Electric Power Co,—,"23-Apr-2003, 21:21",23-Apr-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03659526
2054,Dynegy Holdings LLC,—,"16-Apr-2003, 17:08",16-Apr-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03651558
2055,Central Illinois Light Co,CILTL.OB^H10,"16-Apr-2003, 02:26",15-Apr-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03651310
2056,Evergy Kansas South Inc,—,"16-Apr-2003, 00:36",15-Apr-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03650536
2057,Evergy Missouri West Inc,ILA.N^G08,"15-Apr-2003, 17:18",15-Apr-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03649485
2058,NRG Northeast Generating LLC,—,"15-Apr-2003, 00:34",14-Apr-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03648581
2059,Evergy Kansas Central Inc,WREGH.PK^F02,"12-Apr-2003, 02:33",11-Apr-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03647721
2060,,RKE.A^E06,,,,,,,
2061,Southern Indiana Gas and Electric Co,—,"09-Apr-2003, 20:50",09-Apr-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03643561
2062,Thermal Energy Storage Inc,THES.PK^L11,"04-Apr-2003, 22:39",04-Apr-2003,31-Dec-2002,—,US,Construction & Engineering (NEC),03639844
2063,Indiantown Cogeneration Funding Corp,—,"01-Apr-2003, 17:01",01-Apr-2003,31-Dec-2002,—,US,—,03632270
2064,Xcel Energy Inc,XEL.OQ,"01-Apr-2003, 02:42",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03631886
2065,Baycorp Holdings Ltd,MWH.A^L05,"01-Apr-2003, 02:37",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03631524
2066,Consumers Energy Co,CMS_pb.N,"01-Apr-2003, 02:34",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03631616
2067,Red Oak Power LLC,—,"01-Apr-2003, 02:30",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03631684
2068,Helix Ironwood LLC (LEBANON),—,"01-Apr-2003, 02:30",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03631606
2069,Environmental Power Corp,EPGRQ.PK,"01-Apr-2003, 02:24",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03631743
2070,Covanta Energy LLC,CVGYQ.PK^L04,"01-Apr-2003, 01:36",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03630817
2071,Berkshire Hathaway Energy Co,—,"01-Apr-2003, 00:36",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03629920
2072,Arizona Public Service Co,AZD.N^A00,"01-Apr-2003, 00:28",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03629766
2073,Pinnacle West Capital Corp,PNW.N,"01-Apr-2003, 00:08",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03629630
2074,Chugach Electric Association Inc,—,"31-Mar-2003, 23:39",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03629335
2075,Black Hills Power Inc,—,"31-Mar-2003, 22:25",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03628885
2076,NRG Energy Inc,NRG.N,"31-Mar-2003, 21:52",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03628641
2077,Pineapple Energy Inc,PEGY.OQ,"31-Mar-2003, 20:49",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03628107
2078,Calpine Corp,CPN.N^C18,"31-Mar-2003, 19:08",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03627551
2079,Cedar Brakes I LLC,—,"31-Mar-2003, 17:33",31-Mar-2003,31-Dec-2002,—,US,Corporate Financial Services (NEC),03627125
2080,,EIX.N,,,,,,,
2081,ESI Tractebel Funding Corp,—,"31-Mar-2003, 17:13",31-Mar-2003,31-Dec-2002,—,US,Construction & Engineering (NEC),03626691
2082,Southern California Edison Co,SCE_pe.A^I20,"31-Mar-2003, 17:07",31-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03626700
2083,Mission Energy Holding Co,—,"29-Mar-2003, 02:42",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03626499
2084,AES Eastern Energy LP,—,"29-Mar-2003, 02:37",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03626431
2085,Edison Mission Energy,—,"29-Mar-2003, 02:34",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03626324
2086,East Coast Power LLC,—,"29-Mar-2003, 02:26",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03626253
2087,Midwest Generation LLC,—,"29-Mar-2003, 02:18",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03626137
2088,EME Homer City Generation LP,—,"29-Mar-2003, 02:12",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03626120
2089,CE Casecnan Water & Energy Co Inc,—,"29-Mar-2003, 01:54",28-Mar-2003,31-Dec-2002,—,PH,Electric Utilities (NEC),03625890
2090,Oglethorpe Power Corp,—,"29-Mar-2003, 01:19",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03625494
2091,NV Energy Inc,NVE.N^L13,"29-Mar-2003, 01:08",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03625423
2092,Calenergy Minerals LLC,—,"29-Mar-2003, 01:06",28-Mar-2003,31-Dec-2002,—,US,—,03625376
2093,Energy Future Competitive Holdings Company LLC,TXHCO.PK^J05,"29-Mar-2003, 00:50",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03625214
2094,Maine Public Service Co,—,"29-Mar-2003, 00:47",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03625163
2095,TNP Enterprises Inc,—,"28-Mar-2003, 23:35",28-Mar-2003,31-Dec-2002,—,US,Investment Holding Companies (NEC),03624478
2096,MidAmerican Energy Co,—,"28-Mar-2003, 22:52",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03624210
2097,Pepco Holdings LLC,POM.N^C16,"28-Mar-2003, 18:32",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03622745
2098,Versant Power,BANGN.PK,"28-Mar-2003, 18:08",28-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03622690
2099,NSTAR Electric Co,NSARO.PK,"28-Mar-2003, 01:04",27-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03621061
2100,,NST.DG^D12,,,,,,,
2101,Florida Power & Light Co,ELB.N^L03,"27-Mar-2003, 17:11",27-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03619320
2102,Otter Tail Corp,OTTR.OQ,"27-Mar-2003, 17:06",27-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03619143
2103,Duquesne Light Co,DQUEK.PK^D15,"27-Mar-2003, 01:20",26-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03618496
2104,Ipalco Enterprises Inc,IPL.N^C01,"27-Mar-2003, 00:58",26-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03618409
2105,Oncor Electric Delivery Company LLC,—,"27-Mar-2003, 00:55",26-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03618404
2106,Centerpoint Energy Transition Bond Company LLC,—,"27-Mar-2003, 00:36",26-Mar-2003,31-Dec-2002,—,US,Corporate Financial Services (NEC),03618280
2107,Cleveland Electric Illuminating Co,CVE_p.N^C05,"27-Mar-2003, 00:28",26-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03618214
2108,Madison Gas and Electric Co,—,"26-Mar-2003, 23:58",26-Mar-2003,31-Dec-2002,—,US,Electric Utilities (NEC),03618067
