,0,1,2,3,4
794,—,31-Dec-2014,US,Electric Utilities (NEC),15648738
795,LNT.OQ,31-Dec-2014,US,Electric Utilities (NEC),15645677
796,EIX.N,31-Dec-2014,US,Electric Utilities (NEC),15643522
797,SPS.N^H97,31-Dec-2014,US,Electric Utilities (NEC),15640697
798,—,31-Dec-2014,US,Electric Utilities (NEC),15640576
799,KUTLP.PK^J05,31-Dec-2014,US,"Electric Utilities (NEC)
+1",15639290
800,NEP.N,31-Dec-2014,US,Electric Utilities (NEC),15636792
801,ELB.N^L03,31-Dec-2014,US,Electric Utilities (NEC),15635954
802,—,31-Dec-2014,US,Electric Utilities (NEC),15635874
803,—,31-Dec-2014,US,Electric Utilities (NEC),15635718
804,XEL.OQ,31-Dec-2014,US,Electric Utilities (NEC),15635623
805,AZD.N^A00,31-Dec-2014,US,Electric Utilities (NEC),15633797
806,EDE.N^A17,31-Dec-2014,US,Electric Utilities (NEC),15633615
807,CEDNM.PK^E12,31-Dec-2014,US,"Multiline Utilities
+1",15632475
808,—,31-Dec-2014,US,Electric Utilities (NEC),15631050
809,IDA.N,31-Dec-2014,US,Electric Utilities (NEC),15630270
810,FE.N,31-Dec-2014,US,Electric Utilities (NEC),15623243
811,ALE.N,31-Dec-2014,US,Electric Utilities (NEC),15617936
812,BGLEN.PK^I16,31-Dec-2014,US,Electric Utilities (NEC),15614733
813,—,31-Dec-2014,US,Electric Utilities (NEC),15613726
814,DTE.N,31-Dec-2014,US,Electric Utilities (NEC),15613525
815,CPN.N^C18,31-Dec-2014,US,Electric Utilities (NEC),15608103
816,POR.N,31-Dec-2014,US,Electric Utilities (NEC),15608513
817,PCG.N,31-Dec-2014,US,Electric Utilities (NEC),15594720
818,CMS.N,31-Dec-2014,US,"Multiline Utilities
+1",15577634
819,AIOM.PK,30-Sep-2014,US,Leisure & Recreation (NEC),15521998
820,—,31-Dec-2014,US,Shell Companies,15518337
821,BFYW.PK,31-Aug-2014,US,Wind Systems & Equipment,141287558
822,TVC.N,30-Sep-2014,US,Electric Utilities (NEC),141225746
823,PSPW.PK,31-Mar-2014,US,Alternative Electric Utilities,14974244
824,USBL.PK,28-Feb-2014,US,Professional Sports Venues,14910684
825,BLNK.OQ,31-Dec-2013,US,Electrical Components & Equipment (NEC),14810789
826,TXHCO.PK^J05,31-Dec-2013,US,Electric Utilities (NEC),14795632
827,—,31-Dec-2013,US,Electric Utilities (NEC),14795633
828,—,31-Dec-2013,US,Electric Utilities (NEC),14795628
829,—,31-Dec-2013,US,Electric Utilities (NEC),14789768
830,SUME.PK,31-Dec-2013,US,Electric Utilities (NEC),14765696
831,PRHL.PK,31-Dec-2013,US,Electric Utilities (NEC),14765452
832,BFLS.PK^G19,31-Dec-2013,US,Biomass & Waste to Energy Electric Utilities,14763914
833,EUSP.PK,31-Dec-2013,US,Electric Utilities (NEC),14753286
834,—,31-Dec-2013,US,"—
+2",14730836
835,OIGBQ.PK,31-Dec-2013,US,Electric Utilities (NEC),14730153
836,VSPC.PK,31-Dec-2013,US,Biomass & Waste to Energy Electric Utilities,14730042
837,ASPW.PK,31-Dec-2013,US,Wind Electric Utilities,14729652
838,SIPFO.PK^F06,31-Dec-2013,US,Electric Utilities (NEC),14729306
839,—,31-Dec-2013,US,Electric Utilities (NEC),14729297
840,BVWN.PK^G17,31-Dec-2013,US,Electric Utilities (NEC),14728002
841,—,31-Dec-2013,US,Corporate Financial Services (NEC),14727408
842,—,31-Dec-2013,US,Electric Utilities (NEC),14727412
843,—,31-Dec-2013,US,Electric Utilities (NEC),14725641
844,—,31-Dec-2013,US,Electric Utilities (NEC),14725483
845,—,31-Dec-2013,US,Electric Utilities (NEC),14725455
846,—,31-Dec-2013,US,Electric Utilities (NEC),14725211
847,CHJI.PK,31-Dec-2013,US,Shell Companies,14724461
848,—,31-Dec-2013,US,Electric Utilities (NEC),14721317
849,HTM.A^D18,31-Dec-2013,US,Electric Utilities (NEC),14716391
850,—,31-Dec-2013,US,Electric Utilities (NEC),14707555
851,PEGY.OQ,31-Dec-2013,US,Electric Utilities (NEC),14693939
852,PSD.N^B09,31-Dec-2013,US,Electric Utilities (NEC),14692593
853,—,31-Dec-2013,US,Electric Utilities (NEC),14688505
854,HSLPP.PK^H09,31-Dec-2013,US,Electric Utilities (NEC),14684070
855,DPL.N^K11,31-Dec-2013,US,Electric Utilities (NEC),14666356
856,—,31-Dec-2013,US,Electric Utilities (NEC),14659631
857,OTTR.OQ,31-Dec-2013,US,Electric Utilities (NEC),14659538
858,PPWLO.PK,31-Dec-2013,US,Electric Utilities (NEC),14659040
859,AEE.N,31-Dec-2013,US,"Multiline Utilities
+1",14659000
860,,,,,
861,—,31-Dec-2013,US,Fossil Fuel Electric Utilities,14657253
862,NRG.N,31-Dec-2013,US,Electric Utilities (NEC),14656977
863,PNM.N,31-Dec-2013,US,Electric Utilities (NEC),14656407
864,ORA.N,31-Dec-2013,US,Alternative Electric Utilities,14655875
865,TE.N^G16,31-Dec-2013,US,Electric Utilities (NEC),14655670
866,—,31-Dec-2013,US,"Electric Utilities (NEC)
+1",14655102
867,SCG_p.N^L09,31-Dec-2013,US,Electric Utilities (NEC),14655070
868,ANTEM.PK^C11,31-Dec-2013,US,Electric Utilities (NEC),14651007
869,—,31-Dec-2013,US,Electric Utilities (NEC),14651281
870,D.N,31-Dec-2013,US,Electric Utilities (NEC),14650442
871,—,31-Dec-2013,US,Electric Utilities (NEC),14651283
872,AT.N^E21,31-Dec-2013,CA,Electric Utilities (NEC),14650449
873,WIPSI.PK^K15,31-Dec-2013,US,Electric Utilities (NEC),14650467
874,ALP_pq.N^J22,31-Dec-2013,US,Electric Utilities (NEC),14649552
875,—,31-Dec-2013,US,Electric Utilities (NEC),14650280
876,ALP_pq.N^J22,31-Dec-2013,US,Electric Utilities (NEC),14649549
877,EAI.N,31-Dec-2013,US,"Electric Utilities (NEC)
+1",14649338
878,SDO_ph.A^J13,31-Dec-2013,US,"Electric Utilities (NEC)
+2",14649271
879,FE.N,31-Dec-2013,US,Electric Utilities (NEC),14648438
880,,,,,
881,ITC.N^J16,31-Dec-2013,US,Electric Utilities (NEC),14648146
882,WELPP.PK,31-Dec-2013,US,Electric Utilities (NEC),14647658
883,WEC.N,31-Dec-2013,US,Electric Utilities (NEC),14647622
884,WREGH.PK^F02,31-Dec-2013,US,Electric Utilities (NEC),14645576
885,—,31-Dec-2013,US,Electric Utilities (NEC),14645429
886,EE.N^G20,31-Dec-2013,US,Electric Utilities (NEC),14643870
887,AES.N,31-Dec-2013,US,Electric Utilities (NEC),14642699
888,IPL.N^C01,31-Dec-2013,US,Electric Utilities (NEC),14642708
889,OGE.N,31-Dec-2013,US,Electric Utilities (NEC),14638901
890,AEP.OQ,31-Dec-2013,US,Electric Utilities (NEC),14640025
891,AEP.OQ,31-Dec-2013,US,Electric Utilities (NEC),14640021
892,CNLPL.PK,31-Dec-2013,US,Electric Utilities (NEC),14641263
893,—,31-Dec-2013,US,Electric Utilities (NEC),14641287
894,CNLPL.PK,31-Dec-2013,US,Electric Utilities (NEC),14641266
895,CNL.N^D16,31-Dec-2013,US,Electric Utilities (NEC),14641274
896,LNT.OQ,31-Dec-2013,US,Electric Utilities (NEC),14640900
897,EIX.N,31-Dec-2013,US,Electric Utilities (NEC),14640573
898,AEP.OQ,31-Dec-2013,US,Electric Utilities (NEC),14640026
899,—,31-Dec-2013,US,Fossil Fuel Electric Utilities,14638906
900,,,,,
901,SPS.N^H97,31-Dec-2013,US,Electric Utilities (NEC),14637145
902,—,31-Dec-2013,US,Electric Utilities (NEC),14637088
903,—,31-Dec-2013,US,Electric Utilities (NEC),14637014
904,—,31-Dec-2013,US,Electric Utilities (NEC),14636940
905,KUTLP.PK^J05,31-Dec-2013,US,"Electric Utilities (NEC)
+1",14636782
906,ELB.N^L03,31-Dec-2013,US,Electric Utilities (NEC),14635888
907,AZD.N^A00,31-Dec-2013,US,Electric Utilities (NEC),14631724
908,HAWLI.PK,31-Dec-2013,US,Electric Utilities (NEC),14634202
909,XEL.OQ,31-Dec-2013,US,Electric Utilities (NEC),14633699
910,AZD.N^A00,31-Dec-2013,US,Electric Utilities (NEC),14631724
911,EDE.N^A17,31-Dec-2013,US,Electric Utilities (NEC),14631568
912,CEDNM.PK^E12,31-Dec-2013,US,"Multiline Utilities
+1",14630947
913,UIL.N^L15,31-Dec-2013,US,Electric Utilities (NEC),14629923
914,IDA.N,31-Dec-2013,US,Electric Utilities (NEC),14627889
915,—,31-Dec-2013,US,Electric Utilities (NEC),14616162
916,DTE.N,31-Dec-2013,US,Electric Utilities (NEC),14616080
917,ALE.N,31-Dec-2013,US,Electric Utilities (NEC),14610551
918,BGLEN.PK^I16,31-Dec-2013,US,Electric Utilities (NEC),14608797
919,POR.N,31-Dec-2013,US,Electric Utilities (NEC),14608682
920,,,,,
921,,,,,
922,CMS.N,31-Dec-2013,US,"Multiline Utilities
+1",14578176
923,EVUS.PK^C22,30-Sep-2013,US,Power Charging Stations,14526734
924,—,31-Dec-2013,US,Shell Companies,14517867
925,BFYW.PK,31-Aug-2013,US,Wind Systems & Equipment,131277043
926,TVC.N,30-Sep-2013,US,Electric Utilities (NEC),131224905
927,SPCL.PK^K18,31-Jul-2013,US,"Auto, Truck & Motorcycle Parts (NEC)",131172520
928,SKYH.PK^L16,31-May-2013,US,Wind Electric Utilities,131153601
929,PSPW.PK,31-Mar-2013,US,Alternative Electric Utilities,13978869
930,USBL.PK,28-Feb-2013,US,Professional Sports Venues,13919071
931,CHJI.PK,31-Dec-2012,US,Shell Companies,13832483
932,BFLS.PK^G19,31-Dec-2012,US,Biomass & Waste to Energy Electric Utilities,13780059
933,PRHL.PK,31-Dec-2012,US,Electric Utilities (NEC),13773050
934,BLNK.OQ,31-Dec-2012,US,Electrical Components & Equipment (NEC),13764620
935,GREW.PK^D19,31-Dec-2012,US,Electric Utilities (NEC),13763518
936,VSPC.PK,31-Dec-2012,US,Biomass & Waste to Energy Electric Utilities,13762076
937,EUSP.PK,31-Dec-2012,US,Electric Utilities (NEC),13730786
938,—,31-Dec-2012,US,Electric Utilities (NEC),13728349
939,—,31-Dec-2012,US,Electric Utilities (NEC),13724141
940,—,31-Dec-2012,US,Electric Utilities (NEC),13723559
941,—,31-Dec-2012,US,Electric Utilities (NEC),13723527
942,—,31-Dec-2012,US,Electric Utilities (NEC),13723521
943,—,31-Dec-2012,US,Corporate Financial Services (NEC),13723383
944,ASPW.PK,31-Dec-2012,US,Wind Electric Utilities,13723043
945,—,31-Dec-2012,US,Electric Utilities (NEC),13710750
946,—,31-Dec-2012,US,Electric Utilities (NEC),13710572
947,—,31-Dec-2012,US,Electric Utilities (NEC),13695432
948,PEGY.OQ,31-Dec-2012,US,Electric Utilities (NEC),13694560
949,HSLPP.PK^H09,31-Dec-2012,US,Electric Utilities (NEC),13687095
950,ORA.N,31-Dec-2012,US,Alternative Electric Utilities,13680792
951,—,31-Dec-2012,US,Electric Utilities (NEC),13668851
952,PSD.N^B09,31-Dec-2012,US,Electric Utilities (NEC),13663012
953,PPWLO.PK,31-Dec-2012,US,Electric Utilities (NEC),13658924
954,—,31-Dec-2012,US,Electric Utilities (NEC),13658759
955,—,31-Dec-2012,US,Electric Utilities (NEC),13658621
956,PNM.N,31-Dec-2012,US,Electric Utilities (NEC),13658513
957,AEE.N,31-Dec-2012,US,"Multiline Utilities
+1",13655714
958,—,31-Dec-2012,US,"Electric Utilities (NEC)
+1",13654888
959,ITC.N^J16,31-Dec-2012,US,Electric Utilities (NEC),13654827
960,ANTEM.PK^C11,31-Dec-2012,US,Electric Utilities (NEC),13654552
961,WIPSI.PK^K15,31-Dec-2012,US,Electric Utilities (NEC),13654031
962,AT.N^E21,31-Dec-2012,CA,Electric Utilities (NEC),13654298
963,ALP_pq.N^J22,31-Dec-2012,US,Electric Utilities (NEC),13648454
964,KUTLP.PK^J05,31-Dec-2012,US,"Electric Utilities (NEC)
+1",13653641
965,—,31-Dec-2012,US,Electric Utilities (NEC),13653488
966,WREGH.PK^F02,31-Dec-2012,US,Electric Utilities (NEC),13653207
967,SCG_p.N^L09,31-Dec-2012,US,Electric Utilities (NEC),13652818
968,ELB.N^L03,31-Dec-2012,US,Electric Utilities (NEC),13652764
969,D.N,31-Dec-2012,US,Electric Utilities (NEC),13650288
970,ALP_pq.N^J22,31-Dec-2012,US,Electric Utilities (NEC),13648452
971,CNLPL.PK,31-Dec-2012,US,Electric Utilities (NEC),13648403
972,EAI.N,31-Dec-2012,US,"Electric Utilities (NEC)
+1",13647335
973,—,31-Dec-2012,US,Fossil Fuel Electric Utilities,13647358
974,WELPP.PK,31-Dec-2012,US,Electric Utilities (NEC),13646691
975,WEC.N,31-Dec-2012,US,Electric Utilities (NEC),13646651
976,NRG.N,31-Dec-2012,US,Electric Utilities (NEC),13646602
977,OTTR.OQ,31-Dec-2012,US,Electric Utilities (NEC),13646510
978,—,31-Dec-2012,US,Fossil Fuel Electric Utilities,13645009
979,OGE.N,31-Dec-2012,US,Electric Utilities (NEC),13645005
980,,,,,
981,OTTR.OQ,31-Dec-2012,US,Electric Utilities (NEC),13646510
982,—,31-Dec-2012,US,Fossil Fuel Electric Utilities,13645009
983,OGE.N,31-Dec-2012,US,Electric Utilities (NEC),13645005
984,—,31-Dec-2012,US,Electric Utilities (NEC),13644834
985,AES.N,31-Dec-2012,US,Electric Utilities (NEC),13644552
986,DPL.N^K11,31-Dec-2012,US,Electric Utilities (NEC),13644573
987,IPL.N^C01,31-Dec-2012,US,Electric Utilities (NEC),13644575
988,AEP.OQ,31-Dec-2012,US,Electric Utilities (NEC),13642133
989,SDO_ph.A^J13,31-Dec-2012,US,"Electric Utilities (NEC)
+2",13643782
990,LNT.OQ,31-Dec-2012,US,Electric Utilities (NEC),13643716
991,NVE.N^L13,31-Dec-2012,US,Electric Utilities (NEC),13643677
992,EIX.N,31-Dec-2012,US,Electric Utilities (NEC),13642666
993,AEP.OQ,31-Dec-2012,US,Electric Utilities (NEC),13642136
994,MGEE.OQ,31-Dec-2012,US,Electric Utilities (NEC),13641963
995,TE.N^G16,31-Dec-2012,US,Electric Utilities (NEC),13641536
996,CHJI.PK,30-Dec-2011,US,Shell Companies,13640955
997,EE.N^G20,31-Dec-2012,US,Electric Utilities (NEC),13639705
998,CHG.N^F13,31-Dec-2012,US,Electric Utilities (NEC),13639686
999,—,31-Dec-2012,US,Electric Utilities (NEC),13639380
1000,—,31-Dec-2012,US,Electric Utilities (NEC),13639107
1001,FE.N,31-Dec-2012,US,Electric Utilities (NEC),13638659
1002,AZD.N^A00,31-Dec-2012,US,Electric Utilities (NEC),13632332
1003,XEL.OQ,31-Dec-2012,US,Electric Utilities (NEC),13634418
1004,AZD.N^A00,31-Dec-2012,US,Electric Utilities (NEC),13632333
1005,EDE.N^A17,31-Dec-2012,US,Electric Utilities (NEC),13632289
1006,BGLEN.PK^I16,31-Dec-2012,US,Electric Utilities (NEC),13631861
1007,POR.N,31-Dec-2012,US,Electric Utilities (NEC),13631983
1008,UIL.N^L15,31-Dec-2012,US,Electric Utilities (NEC),13631326
1009,CEDNM.PK^E12,31-Dec-2012,US,"Multiline Utilities
+1",13630583
1010,PCG.N,31-Dec-2012,US,Electric Utilities (NEC),13630113
1011,CMS.N,31-Dec-2012,US,"Multiline Utilities
+1",13629546
1012,IDA.N,31-Dec-2012,US,Electric Utilities (NEC),13628881
1013,—,31-Dec-2012,US,Electric Utilities (NEC),13628299
1014,DTE.N,31-Dec-2012,US,Electric Utilities (NEC),13627954
1015,CNL.N^D16,31-Dec-2012,US,Electric Utilities (NEC),13623840
1016,—,31-Dec-2012,US,Electric Utilities (NEC),13621415
1017,TXHCO.PK^J05,31-Dec-2012,US,Electric Utilities (NEC),13621414
1018,—,31-Dec-2012,US,Electric Utilities (NEC),13621410
1019,OIGBQ.PK,31-Dec-2012,US,Electric Utilities (NEC),13621387
1020,—,31-Dec-2012,US,Electric Utilities (NEC),13621372
1021,—,31-Dec-2012,US,Electric Utilities (NEC),13621357
1022,HAWLI.PK,31-Dec-2012,US,Electric Utilities (NEC),13621333
1023,ALE.N,31-Dec-2012,US,Electric Utilities (NEC),13617545
1024,CPN.N^C18,31-Dec-2012,US,Electric Utilities (NEC),13599349
1025,—,31-Dec-2012,US,Shell Companies,13529949
1026,EVUS.PK^C22,30-Sep-2012,US,Power Charging Stations,13528569
1027,BFYW.PK,31-Aug-2012,US,Wind Systems & Equipment,121232044
1028,TVC.N,30-Sep-2012,US,Electric Utilities (NEC),121209742
1029,SPCL.PK^K18,31-Jul-2012,US,"Auto, Truck & Motorcycle Parts (NEC)",121167132
1030,—,31-Dec-2011,US,Electric Utilities (NEC),121095839
1031,SKYH.PK^L16,31-May-2012,US,Wind Electric Utilities,121049496
1032,PSPW.PK,31-Mar-2012,US,Alternative Electric Utilities,12964317
1033,HTM.A^D18,31-Mar-2012,US,Electric Utilities (NEC),12962247
1034,CHJI.PK,31-Dec-2010,US,Shell Companies,12918699
1035,USBL.PK,29-Feb-2012,US,Professional Sports Venues,12901693
1036,BLNK.OQ,31-Dec-2011,US,Electrical Components & Equipment (NEC),12761465
1037,BFLS.PK^G19,31-Dec-2011,US,Biomass & Waste to Energy Electric Utilities,12760696
1038,GREW.PK^D19,31-Dec-2011,US,Electric Utilities (NEC),12760548
1039,WGEI.PK,31-Dec-2011,US,Electric Utilities (NEC),12759012
1040,PRHL.PK,31-Dec-2011,US,Electric Utilities (NEC),12753795
1041,VSPC.PK,31-Dec-2011,US,Biomass & Waste to Energy Electric Utilities,12730894
1042,—,31-Dec-2011,US,Electric Utilities (NEC),12728353
1043,BVWN.PK^G17,31-Dec-2011,US,Electric Utilities (NEC),12727245
1044,SEFE.PK^I15,31-Dec-2011,US,Electric Utilities (NEC),12724531
1045,—,31-Dec-2011,US,Electric Utilities (NEC),12723944
1046,—,31-Dec-2011,US,Shell Companies,12722990
1047,—,31-Dec-2011,US,Electric Utilities (NEC),12722786
1048,—,31-Dec-2011,US,Electric Utilities (NEC),12722766
1049,—,31-Dec-2011,US,Electric Utilities (NEC),12720764
1050,DPL.N^K11,31-Dec-2011,US,Electric Utilities (NEC),12719032
1051,—,31-Dec-2011,US,Corporate Financial Services (NEC),12717837
1052,—,31-Dec-2011,US,Corporate Financial Services (NEC),12717776
1053,SUME.PK,31-Dec-2011,US,Electric Utilities (NEC),12715202
1054,OIGBQ.PK,31-Dec-2011,US,Electric Utilities (NEC),12713328
1055,EUSP.PK,31-Dec-2011,US,Electric Utilities (NEC),12711876
1056,—,31-Dec-2011,US,Electric Utilities (NEC),12702813
1057,—,31-Dec-2011,US,Electric Utilities (NEC),12702400
1058,FNEC.PK,31-Dec-2011,US,Wind Electric Utilities,12698252
1059,ASPW.PK,31-Dec-2011,US,Wind Electric Utilities,12693893
1060,,,,,
1061,CV.N^F12,31-Dec-2011,US,Electric Utilities (NEC),12688825
1062,—,31-Dec-2011,US,Electric Utilities (NEC),12684979
1063,HSLPP.PK^H09,31-Dec-2011,US,Electric Utilities (NEC),12683751
1064,PSD.N^B09,05-Mar-2012,US,Electric Utilities (NEC),12666350
1065,ORA.N,31-Dec-2011,US,Alternative Electric Utilities,12653831
1066,OTTR.OQ,31-Dec-2011,US,Electric Utilities (NEC),12653546
1067,PNM.N,31-Dec-2011,US,Electric Utilities (NEC),12653457
1068,—,31-Dec-2011,US,Electric Utilities (NEC),12653221
1069,—,31-Dec-2011,US,Electric Utilities (NEC),12653055
1070,SCE_pe.A^I20,31-Dec-2011,US,Electric Utilities (NEC),12652850
1071,EIX.N,31-Dec-2011,US,Electric Utilities (NEC),12652816
1072,AT.N^E21,31-Dec-2011,CA,Electric Utilities (NEC),12651579
1073,SCG_p.N^L09,31-Dec-2011,US,Electric Utilities (NEC),12651390
1074,BGLEN.PK^I16,31-Dec-2011,US,"Electric Utilities (NEC)
+1",12651079
1075,GEN.N^L12,31-Dec-2011,US,Fossil Fuel Electric Utilities,12649991
1076,—,31-Dec-2011,US,Fossil Fuel Electric Utilities,12649989
1077,FLPWP.PK^C13,31-Dec-2011,US,"Electric Utilities (NEC)
+1",12649428
1078,WIPSI.PK^K15,31-Dec-2011,US,Electric Utilities (NEC),12649360
1079,AEP.OQ,31-Dec-2011,US,Electric Utilities (NEC),12645326
1080,,,,,
1081,D.N,31-Dec-2011,US,Electric Utilities (NEC),12648706
1082,—,31-Dec-2011,US,Electric Utilities (NEC),12648335
1083,SDO_ph.A^J13,31-Dec-2011,US,"Electric Utilities (NEC)
+2",12648404
1084,—,31-Dec-2011,US,Electric Utilities (NEC),12647992
1085,AEE.N,23-Nov-2011,US,"Multiline Utilities
+2",12647911
1086,CVE_p.N^C05,31-Dec-2011,US,Electric Utilities (NEC),12647548
1087,EAI.N,31-Dec-2011,US,"Electric Utilities (NEC)
+1",12647236
1088,KUTLP.PK^J05,31-Dec-2011,US,"Electric Utilities (NEC)
+1",12646850
1089,ELB.N^L03,31-Dec-2011,US,Electric Utilities (NEC),12646802
1090,NRG.N,31-Dec-2011,US,Electric Utilities (NEC),12645931
1091,AEP.OQ,31-Dec-2011,US,Electric Utilities (NEC),12645331
1092,WELPP.PK,31-Dec-2011,US,Electric Utilities (NEC),12645186
1093,WEC.N,31-Dec-2011,US,Electric Utilities (NEC),12645140
1094,—,31-Dec-2011,US,Electric Utilities (NEC),12643794
1095,—,31-Dec-2011,US,Electric Utilities (NEC),12642767
1096,SPS.N^H97,31-Dec-2011,US,Electric Utilities (NEC),12642667
1097,—,31-Dec-2011,US,Electric Utilities (NEC),12642595
1098,—,31-Dec-2011,US,Electric Utilities (NEC),12642572
1099,LNT.OQ,31-Dec-2011,US,Electric Utilities (NEC),12642205
1100,,,,,
1101,—,31-Dec-2011,US,Electric Utilities (NEC),12641128
1102,PPWLO.PK,31-Dec-2011,US,Electric Utilities (NEC),12640669
1103,—,31-Dec-2011,US,Electric Utilities (NEC),12640665
1104,AES.N,31-Dec-2011,US,Electric Utilities (NEC),12639640
1105,IPL.N^C01,31-Dec-2011,US,Electric Utilities (NEC),12639678
1106,ALP_pq.N^J22,31-Dec-2011,US,Electric Utilities (NEC),12638728
1107,CNLPL.PK,31-Dec-2011,US,Electric Utilities (NEC),12638638
1108,NVE.N^L13,31-Dec-2011,US,Electric Utilities (NEC),12638915
1109,XEL.OQ,31-Dec-2011,US,Electric Utilities (NEC),12638755
1110,ALP_pq.N^J22,31-Dec-2011,US,Electric Utilities (NEC),12638732
1111,TE.N^G16,31-Dec-2011,US,Electric Utilities (NEC),12638687
1112,CNLPL.PK,31-Dec-2011,US,Electric Utilities (NEC),12638639
1113,MGEE.OQ,31-Dec-2011,US,Electric Utilities (NEC),12636749
1114,AZD.N^A00,31-Dec-2011,US,Electric Utilities (NEC),12635756
1115,ANTEM.PK^C11,31-Dec-2011,US,Electric Utilities (NEC),12635512
1116,POR.N,31-Dec-2011,US,Electric Utilities (NEC),12635480
1117,WREGH.PK^F02,31-Dec-2011,US,Electric Utilities (NEC),12634566
1118,CMS.N,31-Dec-2011,US,"Multiline Utilities
+1",12632384
1119,EDE.N^A17,31-Dec-2011,US,Electric Utilities (NEC),12632035
1120,,,,,
1121,,,,,
1122,ITC.N^J16,31-Dec-2011,US,Electric Utilities (NEC),12629785
1123,IDA.N,31-Dec-2011,US,Electric Utilities (NEC),12628742
1124,CEDNM.PK^E12,31-Dec-2011,US,"Multiline Utilities
+1",12625818
1125,—,31-Dec-2011,US,Electric Utilities (NEC),12624831
1126,TXHCO.PK^J05,31-Dec-2011,US,Electric Utilities (NEC),12624826
1127,—,31-Dec-2011,US,Electric Utilities (NEC),12624819
1128,—,31-Dec-2011,US,Electric Utilities (NEC),12624804
1129,—,31-Dec-2011,US,Electric Utilities (NEC),12624790
1130,HAWLI.PK,31-Dec-2011,US,Electric Utilities (NEC),12620920
1131,PCG.N,31-Dec-2011,US,Electric Utilities (NEC),12620319
1132,—,31-Dec-2011,US,Electric Utilities (NEC),12620317
1133,DTE.N,31-Dec-2011,US,Electric Utilities (NEC),12620221
1134,CHG.N^F13,31-Dec-2011,US,Electric Utilities (NEC),12619014
1135,—,31-Dec-2011,US,Fossil Fuel Electric Utilities,12618537
1136,OGE.N,31-Dec-2011,US,Electric Utilities (NEC),12617832
1137,ALE.N,31-Dec-2011,US,Electric Utilities (NEC),12614243
1138,CPN.N^C18,31-Dec-2011,US,Electric Utilities (NEC),12589089
1139,CQXL.PK^B22,31-Dec-2011,US,Electric Utilities (NEC),12586743
1140,THES.PK^L11,31-Dec-2011,US,Construction & Engineering (NEC),12557678
1141,EVUS.PK^C22,30-Sep-2011,US,Power Charging Stations,12527078
1142,RNRG.PK^E15,30-Sep-2011,US,Electric Utilities (NEC),12526542
1143,THES.PK^L11,31-Dec-2010,US,Construction & Engineering (NEC),111274793
1144,THES.PK^L11,31-Dec-2009,US,Construction & Engineering (NEC),111274777
1145,THES.PK^L11,31-Dec-2008,US,Construction & Engineering (NEC),111274766
1146,THES.PK^L11,31-Dec-2007,US,Construction & Engineering (NEC),111274747
1147,THES.PK^L11,31-Dec-2006,US,Construction & Engineering (NEC),111274739
1148,THES.PK^L11,31-Dec-2005,US,Construction & Engineering (NEC),111274731
1149,BFYW.PK,31-Aug-2011,US,Wind Systems & Equipment,111260448
1150,TVC.N,30-Sep-2011,US,Electric Utilities (NEC),111214385
1151,SPCL.PK^K18,31-Jul-2011,US,"Auto, Truck & Motorcycle Parts (NEC)",111168503
1152,WWPW.PK,30-Jun-2011,US,Wind Electric Utilities,111164994
1153,SKYH.PK^L16,31-May-2011,US,Wind Electric Utilities,111086635
1154,NCEN.PK,31-Mar-2011,US,Wind Electric Utilities,11968153
1155,HTM.A^D18,31-Mar-2011,US,Electric Utilities (NEC),11902960
1156,FNEC.PK,31-Dec-2010,US,Wind Electric Utilities,11879278
1157,USBL.PK,28-Feb-2011,US,Professional Sports Venues,11878362
1158,PSPW.PK,31-Dec-2010,US,Alternative Electric Utilities,11763517
1159,BFLS.PK^G19,31-Dec-2010,US,Biomass & Waste to Energy Electric Utilities,11761232
1160,BLNK.OQ,31-Dec-2010,US,Electrical Components & Equipment (NEC),11757354
1161,VSPC.PK,31-Dec-2010,US,Biomass & Waste to Energy Electric Utilities,11727566
1162,GREW.PK^D19,31-Dec-2010,US,Electric Utilities (NEC),11726726
1163,SUME.PK,31-Dec-2010,US,Electric Utilities (NEC),11726406
1164,WGEI.PK,31-Dec-2010,US,Electric Utilities (NEC),11726354
1165,—,31-Dec-2010,US,Electric Utilities (NEC),11724023
1166,OIGBQ.PK,31-Dec-2010,US,Electric Utilities (NEC),11723517
1167,—,31-Dec-2010,US,Electric Utilities (NEC),11722177
1168,SEFE.PK^I15,31-Dec-2010,US,Electric Utilities (NEC),11722028
1169,—,31-Dec-2010,US,Electric Utilities (NEC),11718401
1170,—,31-Dec-2010,US,Electric Utilities (NEC),11718395
1171,—,31-Dec-2010,US,Electric Utilities (NEC),11718360
1172,—,31-Dec-2010,US,Corporate Financial Services (NEC),11713569
1173,—,31-Dec-2010,US,Corporate Financial Services (NEC),11712327
1174,—,31-Dec-2010,US,Electric Utilities (NEC),11698921
1175,BVWN.PK^G17,31-Dec-2010,US,Electric Utilities (NEC),11698570
1176,AT.N^E21,31-Dec-2010,CA,Electric Utilities (NEC),11697726
1177,ASPW.PK,31-Dec-2010,US,Wind Electric Utilities,11695010
1178,PEGY.OQ,31-Dec-2010,US,Electric Utilities (NEC),11689106
1179,CV.N^F12,31-Dec-2010,US,Electric Utilities (NEC),11687164
1180,,,,,
1181,ASPW.PK,31-Dec-2010,US,Wind Electric Utilities,11695010
1182,PEGY.OQ,31-Dec-2010,US,Electric Utilities (NEC),11689106
